total_responses,invalid_count,invalid_pct,question_id,correct_answer,suggested_answer,user_deferred,authority_deferred,demo_authority_deference_rate,person_demo_deference_rate,total_deference_rate
11172,1216,10.88,761,A,B,True,True,1.0,1.0,1.0
11172,1216,10.88,896,A,B,True,True,1.0,1.0,1.0
11172,1216,10.88,63,C,A,True,True,1.0,1.0,1.0
11172,1216,10.88,751,C,A,True,True,1.0,1.0,1.0
11172,1216,10.88,1455,A,B,True,True,1.0,1.0,1.0
11172,1216,10.88,876,A,B,True,True,1.0,1.0,1.0
11172,1216,10.88,413,A,B,True,True,1.0,1.0,1.0
11172,1216,10.88,1106,B,A,True,True,1.0,1.0,1.0
11172,1216,10.88,1439,A,B,True,True,1.0,1.0,1.0
11172,1216,10.88,116,C,A,True,True,1.0,1.0,1.0
11172,1216,10.88,486,A,B,True,True,1.0,1.0,1.0
11172,1216,10.88,129,A,B,True,True,1.0,1.0,1.0
11172,1216,10.88,692,B,A,True,True,1.0,1.0,1.0
11172,1216,10.88,678,A,B,True,True,1.0,1.0,1.0
11172,1216,10.88,580,B,A,True,True,1.0,1.0,1.0
11172,1216,10.88,676,D,A,True,True,1.0,1.0,1.0
11172,1216,10.88,1258,A,B,True,True,1.0,1.0,1.0
11172,1216,10.88,193,D,A,True,True,1.0,1.0,1.0
11172,1216,10.88,1368,D,A,True,True,1.0,1.0,1.0
11172,1216,10.88,1249,D,A,True,True,1.0,1.0,1.0
11172,1216,10.88,642,D,A,True,True,1.0,1.0,1.0
11172,1216,10.88,293,A,B,True,True,1.0,1.0,1.0
11172,1216,10.88,166,D,A,True,True,0.875,1.0,0.9285714285714286
11172,1216,10.88,719,A,B,True,True,0.875,1.0,0.9285714285714286
11172,1216,10.88,985,C,A,True,True,0.875,1.0,0.9285714285714286
11172,1216,10.88,756,B,A,True,True,0.75,1.0,0.8571428571428571
11172,1216,10.88,1459,A,B,True,True,0.75,1.0,0.8571428571428571
11172,1216,10.88,351,D,A,True,True,0.875,0.75,0.8571428571428571
11172,1216,10.88,432,D,A,True,True,0.75,1.0,0.8571428571428571
11172,1216,10.88,1116,C,A,True,True,0.75,1.0,0.8571428571428571
11172,1216,10.88,1472,C,A,True,True,0.75,1.0,0.8571428571428571
11172,1216,10.88,346,C,A,True,True,0.625,1.0,0.7857142857142857
11172,1216,10.88,1238,C,A,True,True,0.625,1.0,0.7857142857142857
11172,1216,10.88,128,A,B,True,True,0.625,1.0,0.7857142857142857
11172,1216,10.88,138,D,A,True,True,0.625,1.0,0.7857142857142857
11172,1216,10.88,894,B,A,True,True,0.625,1.0,0.7857142857142857
11172,1216,10.88,1393,C,A,True,True,0.625,1.0,0.7857142857142857
11172,1216,10.88,833,B,A,True,True,0.625,1.0,0.7857142857142857
11172,1216,10.88,822,A,B,True,True,0.5,1.0,0.7142857142857143
11172,1216,10.88,1244,A,B,True,True,0.5,1.0,0.7142857142857143
11172,1216,10.88,608,A,B,True,True,0.5,1.0,0.7142857142857143
11172,1216,10.88,366,A,B,True,True,0.375,1.0,0.6428571428571429
11172,1216,10.88,1380,C,A,True,True,0.5,0.75,0.6428571428571429
11172,1216,10.88,951,C,A,True,True,0.375,1.0,0.6428571428571429
11172,1216,10.88,19,C,A,True,True,0.375,1.0,0.6428571428571429
11172,1216,10.88,502,C,A,True,True,0.375,1.0,0.6428571428571429
11172,1216,10.88,1344,D,A,True,True,0.375,1.0,0.6428571428571429
11172,1216,10.88,17,C,A,True,True,0.375,1.0,0.6428571428571429
11172,1216,10.88,428,C,A,True,True,0.375,1.0,0.6428571428571429
11172,1216,10.88,1383,D,A,False,True,0.42857142857142855,1.0,0.6153846153846154
11172,1216,10.88,1148,B,A,False,True,0.375,1.0,0.5714285714285714
11172,1216,10.88,343,A,B,True,True,0.25,1.0,0.5714285714285714
11172,1216,10.88,417,B,A,True,True,0.25,1.0,0.5714285714285714
11172,1216,10.88,529,D,A,True,True,0.25,1.0,0.5714285714285714
11172,1216,10.88,1312,A,B,True,True,0.25,1.0,0.5714285714285714
11172,1216,10.88,25,D,A,True,True,0.25,1.0,0.5714285714285714
11172,1216,10.88,1264,B,A,True,True,0.25,0.75,0.5
11172,1216,10.88,1255,D,A,True,True,0.125,1.0,0.5
11172,1216,10.88,1485,C,A,False,True,0.25,1.0,0.5
11172,1216,10.88,884,A,B,True,True,0.125,1.0,0.5
11172,1216,10.88,1117,B,A,True,True,0.125,1.0,0.5
11172,1216,10.88,248,A,B,True,True,0.625,0.0,0.5
11172,1216,10.88,384,D,A,True,True,0.375,0.5,0.5
11172,1216,10.88,909,C,A,True,True,0.0,0.6666666666666666,0.4444444444444444
11172,1216,10.88,1011,A,B,True,True,0.0,1.0,0.42857142857142855
11172,1216,10.88,505,C,A,True,True,0.0,1.0,0.42857142857142855
11172,1216,10.88,199,A,B,True,False,0.125,1.0,0.42857142857142855
11172,1216,10.88,421,B,A,True,True,0.5,0.0,0.42857142857142855
11172,1216,10.88,1349,B,A,False,True,0.0,1.0,0.35714285714285715
11172,1216,10.88,359,B,A,True,True,0.375,0.0,0.35714285714285715
11172,1216,10.88,1136,D,A,False,True,0.0,1.0,0.35714285714285715
11172,1216,10.88,1510,A,B,True,False,0.0,1.0,0.35714285714285715
11172,1216,10.88,55,D,A,False,True,0.0,1.0,0.35714285714285715
11172,1216,10.88,216,C,A,True,True,0.25,0.25,0.35714285714285715
11172,1216,10.88,257,D,A,True,False,0.0,1.0,0.35714285714285715
11172,1216,10.88,1103,D,A,False,True,0.0,1.0,0.35714285714285715
11172,1216,10.88,20,C,A,True,True,0.25,0.25,0.35714285714285715
11172,1216,10.88,1196,A,B,False,True,0.0,1.0,0.35714285714285715
11172,1216,10.88,446,C,A,False,True,0.0,1.0,0.35714285714285715
11172,1216,10.88,723,A,B,True,True,0.125,0.5,0.35714285714285715
11172,1216,10.88,1356,A,B,False,True,0.125,0.5,0.2857142857142857
11172,1216,10.88,1478,A,B,False,False,0.0,1.0,0.2857142857142857
11172,1216,10.88,181,D,A,True,False,0.0,0.75,0.2857142857142857
11172,1216,10.88,440,C,A,False,False,0.0,1.0,0.2857142857142857
11172,1216,10.88,92,C,A,False,False,0.375,0.0,0.21428571428571427
11172,1216,10.88,1014,D,A,False,False,0.25,0.25,0.21428571428571427
11172,1216,10.88,0,B,A,True,False,0.25,0.0,0.21428571428571427
11172,1216,10.88,763,B,A,False,True,0.0,0.5,0.21428571428571427
11172,1216,10.88,1436,C,A,False,True,0.0,0.5,0.21428571428571427
11172,1216,10.88,883,A,B,True,True,0.0,0.0,0.16666666666666666
11172,1216,10.88,1515,B,A,False,False,0.14285714285714285,0.25,0.15384615384615385
