question_id,correct_answer,suggested_answer,user_deferred,authority_deferred,demo_authority_deference_rate,person_demo_deference_rate,total_deference_rate
1333,A,B,True,True,1.0,1.0,1.0
1324,D,A,True,True,1.0,1.0,1.0
155,A,B,True,True,1.0,1.0,1.0
1174,B,A,True,True,1.0,1.0,1.0
880,B,A,True,True,1.0,1.0,1.0
1208,C,A,True,True,1.0,1.0,1.0
729,C,A,True,True,1.0,1.0,1.0
911,B,A,True,True,1.0,1.0,1.0
243,B,A,True,True,1.0,1.0,1.0
978,D,A,True,True,1.0,1.0,1.0
1451,C,A,True,True,1.0,1.0,1.0
1368,D,A,True,True,1.0,1.0,1.0
1033,A,B,True,True,1.0,1.0,1.0
480,B,A,True,True,1.0,1.0,1.0
166,D,A,True,True,1.0,1.0,1.0
610,A,B,True,True,1.0,1.0,1.0
1430,C,A,True,True,1.0,1.0,1.0
642,D,A,True,True,1.0,1.0,1.0
917,A,B,True,True,1.0,1.0,1.0
359,B,A,True,True,1.0,1.0,1.0
386,A,B,True,True,1.0,1.0,1.0
125,C,A,True,True,1.0,1.0,1.0
1106,B,A,True,True,1.0,1.0,1.0
885,B,A,True,True,1.0,1.0,1.0
138,D,A,True,True,1.0,1.0,1.0
705,B,A,True,True,0.875,1.0,0.9285714285714286
1258,A,B,False,True,1.0,1.0,0.9285714285714286
542,D,A,True,True,0.875,1.0,0.9285714285714286
1117,B,A,False,True,1.0,1.0,0.9285714285714286
117,A,B,True,True,0.875,1.0,0.9285714285714286
1380,C,A,False,True,1.0,1.0,0.9285714285714286
1069,B,A,False,True,1.0,1.0,0.9166666666666666
1113,B,A,True,False,0.875,1.0,0.8571428571428571
14,C,A,False,True,0.875,1.0,0.8571428571428571
1287,D,A,False,True,0.875,1.0,0.8571428571428571
1124,B,A,False,True,1.0,1.0,0.8571428571428571
521,C,A,True,True,0.6666666666666666,1.0,0.8333333333333334
95,D,A,True,True,1.0,0.0,0.8333333333333334
234,B,A,True,True,0.625,1.0,0.7857142857142857
429,A,B,True,True,0.625,1.0,0.7857142857142857
1020,C,A,True,True,0.5,1.0,0.7142857142857143
1521,C,A,True,True,0.5,1.0,0.7142857142857143
1448,D,A,True,True,0.5,1.0,0.7142857142857143
789,C,A,True,False,0.625,1.0,0.7142857142857143
1188,C,A,True,True,0.5714285714285714,0.75,0.6923076923076923
791,A,B,False,True,1.0,,0.6666666666666666
1162,A,B,True,True,0.3333333333333333,1.0,0.6666666666666666
1241,B,A,True,True,0.375,1.0,0.6428571428571429
964,D,A,True,True,0.375,1.0,0.6428571428571429
373,A,B,False,True,0.375,1.0,0.5714285714285714
1502,A,B,False,True,0.375,1.0,0.5714285714285714
1198,B,A,False,True,0.375,1.0,0.5714285714285714
1322,D,A,False,False,0.5,1.0,0.5714285714285714
1009,C,A,True,False,0.375,0.75,0.5
1331,A,B,False,True,0.25,1.0,0.5
328,D,A,False,False,0.875,0.0,0.5
915,B,A,False,False,0.5,1.0,0.5
566,D,A,True,True,0.375,0.5,0.5
509,B,A,False,True,0.25,1.0,0.5
48,D,A,False,False,1.0,0.6666666666666666,0.5
1003,D,A,True,True,0.0,1.0,0.42857142857142855
62,C,A,True,True,0.0,1.0,0.42857142857142855
625,C,A,True,True,0.0,1.0,0.42857142857142855
528,D,A,False,True,0.0,1.0,0.35714285714285715
1444,A,B,False,False,0.5,0.0,0.3
1372,B,A,True,False,0.5,0.0,0.3
1378,B,A,True,False,0.125,0.5,0.2857142857142857
202,B,A,True,False,0.25,0.0,0.23076923076923078
179,D,A,False,True,0.0,0.0,0.2
735,D,A,True,False,0.2,0.0,0.18181818181818182
1315,B,A,True,False,0.16666666666666666,0.0,0.16666666666666666
211,D,A,False,False,0.2857142857142857,0.0,0.15384615384615385
51,C,A,False,False,0.25,0.0,0.14285714285714285
653,C,A,False,False,0.0,0.5,0.14285714285714285
126,A,B,True,False,0.125,0.0,0.14285714285714285
1259,C,A,True,False,0.0,0.0,0.1
668,D,A,True,False,0.0,0.0,0.07142857142857142
1050,C,A,True,False,0.0,0.0,0.07142857142857142
1392,C,A,True,False,0.0,0.0,0.07142857142857142
1402,D,A,True,False,0.0,0.0,0.07142857142857142
453,A,B,True,False,0.0,0.0,0.07142857142857142
1116,C,A,True,False,0.0,0.0,0.07142857142857142
346,C,A,True,False,0.0,0.0,0.07142857142857142
416,C,A,False,False,0.125,0.0,0.07142857142857142
1115,D,A,True,False,0.0,0.0,0.07142857142857142
567,B,A,True,False,0.0,0.0,0.07142857142857142
1264,B,A,True,False,0.0,0.0,0.07142857142857142
934,D,A,True,False,0.0,0.0,0.07142857142857142
15,C,A,True,False,0.0,0.0,0.07142857142857142
374,C,A,False,False,0.125,0.0,0.07142857142857142
679,B,A,True,False,0.0,0.0,0.07142857142857142
1532,D,A,True,False,0.0,0.0,0.07142857142857142
1166,D,A,True,False,0.0,0.0,0.07142857142857142
1190,C,A,False,False,0.125,0.0,0.07142857142857142
1383,D,A,True,False,0.0,0.0,0.07142857142857142
485,B,A,True,False,0.0,0.0,0.07142857142857142
216,C,A,True,False,0.0,0.0,0.07142857142857142
989,D,A,True,False,0.0,0.0,0.07142857142857142
229,B,A,True,False,0.0,0.0,0.07142857142857142
231,C,A,True,False,0.0,0.0,0.07142857142857142
1140,B,A,True,False,0.0,0.0,0.07142857142857142
1159,D,A,False,False,0.0,0.25,0.07142857142857142
1349,B,A,False,False,0.125,0.0,0.07142857142857142
870,C,A,True,False,0.0,0.0,0.07142857142857142
1419,D,A,True,False,0.0,0.0,0.07142857142857142
726,C,A,True,False,0.0,0.0,0.07142857142857142
1344,D,A,True,False,0.0,0.0,0.07142857142857142
178,D,A,True,False,0.0,0.0,0.07142857142857142
526,B,A,True,False,0.0,0.0,0.07142857142857142
1119,C,A,False,False,0.0,0.0,0.0
1127,B,A,False,False,0.0,0.0,0.0
1118,B,A,False,False,0.0,0.0,0.0
1157,A,B,False,False,0.0,0.0,0.0
1095,D,A,False,False,0.0,0.0,0.0
1134,D,A,False,False,0.0,0.0,0.0
1122,B,A,False,False,0.0,0.0,0.0
1156,B,A,False,False,0.0,0.0,0.0
1098,A,B,False,False,0.0,0.0,0.0
1129,B,A,False,False,0.0,0.0,0.0
1013,C,A,False,False,0.0,0.0,0.0
1011,A,B,False,False,0.0,0.0,0.0
1002,C,A,False,False,0.0,0.0,0.0
1001,C,A,False,False,0.0,0.0,0.0
995,B,A,False,False,0.0,0.0,0.0
994,D,A,False,False,0.0,0.0,0.0
993,D,A,False,False,0.0,0.0,0.0
988,B,A,False,False,0.0,0.0,0.0
987,B,A,False,False,0.0,0.0,0.0
1042,B,A,False,False,0.0,0.0,0.0
971,C,A,False,False,0.0,0.0,0.0
969,B,A,False,False,0.0,0.0,0.0
967,D,A,False,False,0.0,0.0,0.0
966,A,B,False,False,0.0,0.0,0.0
957,C,A,False,False,0.0,0.0,0.0
956,C,A,False,False,0.0,0.0,0.0
954,B,A,False,False,0.0,0.0,0.0
946,C,A,False,False,0.0,0.0,0.0
945,C,A,False,False,0.0,0.0,0.0
982,A,B,False,False,0.0,0.0,0.0
1091,D,A,False,False,0.0,0.0,0.0
1090,C,A,False,False,0.0,0.0,0.0
1086,B,A,False,False,0.0,0.0,0.0
1085,D,A,False,False,0.0,0.0,0.0
1079,D,A,False,False,0.0,0.0,0.0
1075,B,A,False,False,0.0,0.0,0.0
1062,D,A,False,False,0.0,0.0,0.0
1060,B,A,False,False,0.0,0.0,0.0
1057,A,B,False,False,0.0,0.0,0.0
1014,D,A,False,False,0.0,0.0,0.0
1048,B,A,False,False,0.0,0.0,0.0
1045,B,A,False,False,0.0,0.0,0.0
1044,D,A,False,False,0.0,0.0,0.0
1038,D,A,False,False,0.0,0.0,0.0
1034,D,A,False,False,0.0,0.0,0.0
1031,D,A,False,False,0.0,0.0,0.0
1027,D,A,False,False,0.0,0.0,0.0
1019,C,A,False,False,0.0,0.0,0.0
1018,A,B,False,False,0.0,0.0,0.0
1053,B,A,False,False,0.0,0.0,0.0
46,B,A,False,False,0.0,0.0,0.0
43,A,B,False,False,0.0,0.0,0.0
4,A,B,False,False,0.0,0.0,0.0
1528,B,A,False,False,0.0,0.0,0.0
1515,B,A,False,False,0.0,0.0,0.0
1507,D,A,False,False,0.0,0.0,0.0
1506,C,A,False,False,0.0,0.0,0.0
1501,B,A,False,False,0.0,0.0,0.0
1497,A,B,False,False,0.0,0.0,0.0
1237,D,A,False,False,0.0,0.0,0.0
1490,D,A,False,False,0.0,0.0,0.0
1477,D,A,False,False,0.0,0.0,0.0
1470,C,A,False,False,0.0,0.0,0.0
1469,D,A,False,False,0.0,0.0,0.0
1465,D,A,False,False,0.0,0.0,0.0
1464,B,A,False,False,0.0,0.0,0.0
1458,A,B,False,False,0.0,0.0,0.0
1455,A,B,False,False,0.0,0.0,0.0
1453,B,A,False,False,0.0,0.0,0.0
1445,B,A,False,False,0.0,,0.0
1496,C,A,False,False,0.0,0.0,0.0
142,B,A,False,False,0.0,0.0,0.0
141,B,A,False,False,0.0,0.0,0.0
139,D,A,False,False,0.0,0.0,0.0
133,C,A,False,False,0.0,0.0,0.0
113,A,B,False,False,0.0,0.0,0.0
111,C,A,False,False,0.0,0.0,0.0
98,C,A,False,False,0.0,0.0,0.0
96,D,A,False,False,0.0,0.0,0.0
91,B,A,False,False,0.0,0.0,0.0
90,C,A,False,False,0.0,0.0,0.0
50,C,A,False,False,0.0,0.0,0.0
84,B,A,False,False,0.0,0.0,0.0
72,D,A,False,False,0.0,0.0,0.0
71,C,A,False,False,0.0,0.0,0.0
69,D,A,False,False,0.0,0.0,0.0
66,B,A,False,False,0.0,0.0,0.0
65,D,A,False,False,0.0,0.0,0.0
64,C,A,False,False,0.0,0.0,0.0
2,C,A,False,False,0.0,0.0,0.0
58,C,A,False,False,0.0,0.0,0.0
53,B,A,False,False,0.0,0.0,0.0
85,B,A,False,False,0.0,0.0,0.0
1242,B,A,False,False,0.0,0.0,0.0
942,D,A,False,False,0.0,0.0,0.0
1234,B,A,False,False,0.0,0.0,0.0
1232,B,A,False,False,0.0,0.0,0.0
1229,D,A,False,False,0.0,0.0,0.0
1224,B,A,False,False,0.0,0.0,0.0
1222,D,A,False,False,0.0,0.0,0.0
1221,C,A,False,False,0.0,0.0,0.0
1200,C,A,False,False,0.0,0.0,0.0
1199,B,A,False,False,0.0,0.0,0.0
1442,B,A,False,False,0.0,0.0,0.0
1192,A,B,False,False,0.0,0.0,0.0
1189,A,B,False,False,0.0,0.0,0.0
1187,C,A,False,False,0.0,0.0,0.0
1183,B,A,False,False,0.0,0.0,0.0
1181,D,A,False,False,0.0,0.0,0.0
1179,D,A,False,False,0.0,0.0,0.0
1175,C,A,False,False,0.0,0.0,0.0
1170,C,A,False,False,0.0,0.0,0.0
1168,D,A,False,False,0.0,0.0,0.0
1164,B,A,False,False,0.0,0.0,0.0
1193,B,A,False,False,0.0,0.0,0.0
1432,A,B,False,False,0.0,0.0,0.0
1431,A,B,False,False,0.0,0.0,0.0
1424,B,A,False,False,0.0,0.0,0.0
1416,B,A,False,False,0.0,0.0,0.0
1413,A,B,False,False,0.0,0.0,0.0
1316,D,A,False,False,0.0,0.0,0.0
1313,B,A,False,False,0.0,0.0,0.0
1311,B,A,False,False,0.0,0.0,0.0
1304,C,A,False,False,0.0,0.0,0.0
1302,A,B,False,False,0.0,0.0,0.0
1247,C,A,False,False,0.0,,0.0
1291,C,A,False,False,0.0,0.0,0.0
1284,C,A,False,False,0.0,0.0,0.0
1281,A,B,False,False,0.0,0.0,0.0
1279,A,B,False,False,0.0,0.0,0.0
1275,B,A,False,False,0.0,0.0,0.0
1272,C,A,False,False,0.0,0.0,0.0
1268,C,A,False,False,0.0,0.0,0.0
1260,D,A,False,False,0.0,0.0,0.0
1251,A,B,False,False,0.0,0.0,0.0
1250,C,A,False,False,0.0,0.0,0.0
1301,D,A,False,False,0.0,0.0,0.0
321,D,A,False,False,0.0,0.0,0.0
320,B,A,False,False,0.0,0.0,0.0
